,genre,href
2630,garage house,https://embed.spotify.com/?uri=spotify:playlist:1QOMMQeQ9X79U3JtRZXy57
2631,danish indie pop,https://embed.spotify.com/?uri=spotify:playlist:1yVDbtMMff20mrratUXuSc
2632,korean dream pop,https://embed.spotify.com/?uri=spotify:playlist:5JurKzRB8hvNgb62HpYjFB
2633,highlife,https://embed.spotify.com/?uri=spotify:playlist:47IU2RY3QPp07RIcQ1vOOP
2634,trondersk musikk,https://embed.spotify.com/?uri=spotify:playlist:15S4NfywNOYUorC4FzfPqW
2635,russian pop punk,https://embed.spotify.com/?uri=spotify:playlist:4uRGFgfCn1CLBqaeKgYbJb
2636,musica tropical guatemalteca,https://embed.spotify.com/?uri=spotify:playlist:6teNoO4vmGpsK5A1e5C06D
2637,denton tx indie,https://embed.spotify.com/?uri=spotify:playlist:01ChGD03RviMTi7OLvrxVG
2638,outsider,https://embed.spotify.com/?uri=spotify:playlist:5JFfeYhpP22w4FId5SqfF0
2639,wu fam,https://embed.spotify.com/?uri=spotify:playlist:6Av8FDU3F83KRoRs84EYX5
2640,deathgrind,https://embed.spotify.com/?uri=spotify:playlist:06ZkXzaIiW3gWbdnQW0bYn
2641,jazz organ,https://embed.spotify.com/?uri=spotify:playlist:0cHdNZkYiOFuZSx5XBDmKd
2642,metal guitar,https://embed.spotify.com/?uri=spotify:playlist:6F4vsDq9BtEpFrSNqh2e6f
2643,nepali indie,https://embed.spotify.com/?uri=spotify:playlist:3EzrWswzL4Gvltx7R84V58
2644,russian folk,https://embed.spotify.com/?uri=spotify:playlist:4Xmsi84ZemGTbWpN4ty8J5
2645,ecuadorian indie,https://embed.spotify.com/?uri=spotify:playlist:2BjQpTFsjFXTHbJAfJbv6l
2646,clean comedy,https://embed.spotify.com/?uri=spotify:playlist:6nyFJksfTucl1yODVstEcL
2647,new beat,https://embed.spotify.com/?uri=spotify:playlist:3FYtlLBnRUa6zk77HtEwXo
2648,danish jazz,https://embed.spotify.com/?uri=spotify:playlist:2XFrsvPGbamN9w2C57a9hg
2649,coral gospel,https://embed.spotify.com/?uri=spotify:playlist:5Uq68hKfqki0I8fJ3y7AHS
2650,kundiman,https://embed.spotify.com/?uri=spotify:playlist:4P3mhIRDU6iwzs9uuVFsyE
2651,german boom bap,https://embed.spotify.com/?uri=spotify:playlist:4yxukBJleJySko2vU8I3Mz
2652,thai indie,https://embed.spotify.com/?uri=spotify:playlist:65mUQOwcePZ9ZFyZyqhNiA
2653,viral pop brasileiro,https://embed.spotify.com/?uri=spotify:playlist:1FQ0OCZYijohM9rb04pv4e
2654,zillertal,https://embed.spotify.com/?uri=spotify:playlist:1fzcR3U9cUpJm92J14ThFS
2655,kent indie,https://embed.spotify.com/?uri=spotify:playlist:2b7FC4wx5lphMB4FKrx6aC
2656,synth punk,https://embed.spotify.com/?uri=spotify:playlist:0Wz1UwyA2R1KMsEh1Tkpj3
2657,swamp pop,https://embed.spotify.com/?uri=spotify:playlist:2KOiyljP0uPAaPSjripotZ
2658,vietnamese bolero,https://embed.spotify.com/?uri=spotify:playlist:29lodCEQR3cCLJdljJOBxy
2659,21st century classical,https://embed.spotify.com/?uri=spotify:playlist:2HUpNZLoYHe0Sa9dglqQOg
2660,italian tech house,https://embed.spotify.com/?uri=spotify:playlist:4aKWBf1qwNYn7j801LIBHr
2661,dutch tech house,https://embed.spotify.com/?uri=spotify:playlist:4hBx08ZvSe1OypE0PviYg0
2662,viola caipira,https://embed.spotify.com/?uri=spotify:playlist:2iGD86hTlTtzdQmh3prGPr
2663,serbian hip hop,https://embed.spotify.com/?uri=spotify:playlist:4uq8JA2vTkMAFi1D72pzkl
2664,ghent indie,https://embed.spotify.com/?uri=spotify:playlist:6LZFCnSxdUJqXrruICbvXc
2665,symfonicky orchestr,https://embed.spotify.com/?uri=spotify:playlist:1eXieDfUYsHEybjXNjJNfZ
2666,mandolin,https://embed.spotify.com/?uri=spotify:playlist:76roKwsb3rNacnWYupZEgb
2667,musiikkia lapsille,https://embed.spotify.com/?uri=spotify:playlist:3GpkN7tZeJn4enj0fnVXzE
2668,manipuri pop,https://embed.spotify.com/?uri=spotify:playlist:6An7hnuZmNj0VBt80vz6Bj
2669,rennes indie,https://embed.spotify.com/?uri=spotify:playlist:7m6wlj8CXboEeoHPL5Sf8s
2670,christchurch indie,https://embed.spotify.com/?uri=spotify:playlist:0N2noG0NiLIch1l0E7UdQg
2671,aussie emo,https://embed.spotify.com/?uri=spotify:playlist:0ZoecwlEBQTUVeG9AbAuHa
2672,funk mexicano,https://embed.spotify.com/?uri=spotify:playlist:4tuh0hKWxyrxLpEcjnaQmw
2673,doujin,https://embed.spotify.com/?uri=spotify:playlist:5mFGx6JHA2RCwFasUx2a6R
2674,son cubano,https://embed.spotify.com/?uri=spotify:playlist:4xjjbNLvFXkiPRtPJ1JDDH
2675,southern soul blues,https://embed.spotify.com/?uri=spotify:playlist:565XIzDbVMHSvsM6QCSUDl
2676,nordic post-rock,https://embed.spotify.com/?uri=spotify:playlist:3E6HUWCMr6NUqK6vOgQKod
2677,manitoba indie,https://embed.spotify.com/?uri=spotify:playlist:0ApbhEbGARjX0LGmI81jWi
2678,german indie pop,https://embed.spotify.com/?uri=spotify:playlist:53ORYkl8HFRtk3mm0t4pKD
2679,deathgrass,https://embed.spotify.com/?uri=spotify:playlist:3NDB9BZNcG5K3vgdUPncbT
2680,german jazz,https://embed.spotify.com/?uri=spotify:playlist:47quI8Re3ItWH8Rvn9HSvk
2681,granada indie,https://embed.spotify.com/?uri=spotify:playlist:39NBwMJuLtBrOtISWj64Dg
2682,zamba,https://embed.spotify.com/?uri=spotify:playlist:4BLHWGRsNFy6C64njAPdJ2
2683,polish electronica,https://embed.spotify.com/?uri=spotify:playlist:4GKXtm314aU5k54qyleKIs
2684,folklore paraguayo,https://embed.spotify.com/?uri=spotify:playlist:5l5denoQepuhub22UhwhSb
2685,vintage swedish pop,https://embed.spotify.com/?uri=spotify:playlist:5oCactm6pHarGVJwbE0yaO
2686,blasmusik,https://embed.spotify.com/?uri=spotify:playlist:03es0x1JNh66XhMmBD9AxS
2687,belgian techno,https://embed.spotify.com/?uri=spotify:playlist:3PBhul1KmVf1JVSErEgypU
2688,polyphony,https://embed.spotify.com/?uri=spotify:playlist:4wj4OQkPDzlztExS1F1CH7
2689,kompa gouyad,https://embed.spotify.com/?uri=spotify:playlist:1tEGakxVI2xoDvcdICBLwb
2690,classic nz pop,https://embed.spotify.com/?uri=spotify:playlist:0239bbtXcNjUVZ1CkChY4K
2691,indonesian blues,https://embed.spotify.com/?uri=spotify:playlist:6QMjif9wWV6jQqFk8WQWFv
2692,russian trance,https://embed.spotify.com/?uri=spotify:playlist:63LPoxJh7Vux6Oove5e5RW
2693,black thrash,https://embed.spotify.com/?uri=spotify:playlist:6Ht0Dm6RMGxWbrtPOPCSKX
2694,indie cordoba,https://embed.spotify.com/?uri=spotify:playlist:4n4CW3ZIFtShPKBUfkPSsq
2695,ska espanol,https://embed.spotify.com/?uri=spotify:playlist:4F2G9hHuRT4T6wWwELOhHI
2696,dunedin indie,https://embed.spotify.com/?uri=spotify:playlist:0l6PRP6mfP36xVpNCZHvLJ
2697,riddim dubstep,https://embed.spotify.com/?uri=spotify:playlist:5JemXUnCO5ULaqdFJG6d67
2698,soukous,https://embed.spotify.com/?uri=spotify:playlist:4scdFEeqzm7Z5n0cJghVFD
2699,zouglou,https://embed.spotify.com/?uri=spotify:playlist:7kGA6YnBYlU3HplyYp9buA
2700,tampa indie,https://embed.spotify.com/?uri=spotify:playlist:0uGAwKwxPsuyNXulfbXNJp
2701,deep disco,https://embed.spotify.com/?uri=spotify:playlist:0qxjocA4xQxGG111X2bcSj
2702,pokemon,https://embed.spotify.com/?uri=spotify:playlist:2cwPyHOQVEz6JwTeusY3a0
2703,deep christian rock,https://embed.spotify.com/?uri=spotify:playlist:2JIjBQYWndDHEZNTNv5C9t
2704,grand rapids indie,https://embed.spotify.com/?uri=spotify:playlist:1LvN6JVVsbJkS6aK1ApL0V
2705,gainesville indie,https://embed.spotify.com/?uri=spotify:playlist:0JA3x9RMwEyt03U59Bl7yJ
2706,neo-rockabilly,https://embed.spotify.com/?uri=spotify:playlist:4JfJqAGa0SckbFgyE7Y1nJ
2707,carimbo,https://embed.spotify.com/?uri=spotify:playlist:2nR1xiBvZgUdia07IH3kdL
2708,rock viet,https://embed.spotify.com/?uri=spotify:playlist:6qVh7Afbsv1raiNNAioHSs
2709,kyushu indie,https://embed.spotify.com/?uri=spotify:playlist:4kwTjt7vJbeRnblAEobKbo
2710,cantautor catala,https://embed.spotify.com/?uri=spotify:playlist:0SljFhF4AFN2i1Ntyfq1st
2711,nu age,https://embed.spotify.com/?uri=spotify:playlist:7yLE2whPjIEyndQJqTVqzX
2712,southern metal,https://embed.spotify.com/?uri=spotify:playlist:1RRGICI1qR25Mc2jjagj65
2713,freeform hardcore,https://embed.spotify.com/?uri=spotify:playlist:72P9BYdfc0XmY16sNnNpdi
2714,charanga,https://embed.spotify.com/?uri=spotify:playlist:4L18ziUY8P9SHL0dv0SpLX
2715,deep dnb,https://embed.spotify.com/?uri=spotify:playlist:5MB3Fi7uDmoOlZkyctKwNK
2716,thai teen pop,https://embed.spotify.com/?uri=spotify:playlist:2zI5GAcPPcGTknted3Qdji
2717,autonomous black metal,https://embed.spotify.com/?uri=spotify:playlist:2F0nBrOtCk2GBv4gSxbwt6
2718,czech singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:16PKet2nwdj5UHMEsVvkS5
2719,minimal wave,https://embed.spotify.com/?uri=spotify:playlist:61AMB6Oddyl1hEUBd9A9sc
2720,gujarati garba,https://embed.spotify.com/?uri=spotify:playlist:6Bo51YEb83mzNvPlK2pb5N
2721,instrumental stoner rock,https://embed.spotify.com/?uri=spotify:playlist:6CEUe0Nc4gTonVgMf5VDWO
2722,grindcore,https://embed.spotify.com/?uri=spotify:playlist:0w8NAczbvCnyPKNSFa47zY
2723,sasscore,https://embed.spotify.com/?uri=spotify:playlist:3RYQeTHhHcEiT9wW3bDtrP
2724,glitch pop,https://embed.spotify.com/?uri=spotify:playlist:438VVpUapFpyqTrIEqTfwa
2725,japanese disney,https://embed.spotify.com/?uri=spotify:playlist:2hER2uXioqqYyU6CwjsQHU
2726,huayno popular,https://embed.spotify.com/?uri=spotify:playlist:7nIarVloLxPcdqFB57urun
2727,mbalax,https://embed.spotify.com/?uri=spotify:playlist:4GP1p5en4emjaN4LXqCanQ
2728,north carolina emo,https://embed.spotify.com/?uri=spotify:playlist:6UhiAgqwwUoXo4JOrV104r
2729,tropical tecladista,https://embed.spotify.com/?uri=spotify:playlist:0SybMyAwkrYehO7lUOT2hJ
2730,italian power metal,https://embed.spotify.com/?uri=spotify:playlist:767v4hBm6bZAwHptya3LcP
2731,swedish synth,https://embed.spotify.com/?uri=spotify:playlist:4JVSAJQ38YCyCQvdOAGjI4
2732,musica istmena,https://embed.spotify.com/?uri=spotify:playlist:5yIGJGL7xNaqIMDX1lyBhK
2733,classic dutch pop,https://embed.spotify.com/?uri=spotify:playlist:0bosE8y5GavdbMrDhEcSK7
2734,luk thung,https://embed.spotify.com/?uri=spotify:playlist:1rdqGPtCn0Tgdl5gjw8RkO
2735,swedish house,https://embed.spotify.com/?uri=spotify:playlist:5i7nNkeKMubSAhFDPhIeYv
2736,jazz drums,https://embed.spotify.com/?uri=spotify:playlist:347OhnWEkV9YCxJNWocQ7w
2737,mexican metal,https://embed.spotify.com/?uri=spotify:playlist:5RmdN1TuYgoPmnQmMYE9X6
2738,full on,https://embed.spotify.com/?uri=spotify:playlist:1PHIl1Zi6JSVHTTgXVVTFa
2739,brazilian thrash metal,https://embed.spotify.com/?uri=spotify:playlist:7roO0fEOrwx0GdJlqB3gSH
2740,ostrock,https://embed.spotify.com/?uri=spotify:playlist:7MVsQrHg0heIs7DiltoSdP
2741,kurdish folk,https://embed.spotify.com/?uri=spotify:playlist:3hwBD9fMDoggNLK38aAxsZ
2742,romanian electronic,https://embed.spotify.com/?uri=spotify:playlist:394romkiixjuorOHpRfcUY
2743,crust punk,https://embed.spotify.com/?uri=spotify:playlist:1M4UmyNnokZRdeAmBEaftG
2744,neue deutsche todeskunst,https://embed.spotify.com/?uri=spotify:playlist:19g4JAc7ilM1LdOkb2zwVU
2745,manso indie,https://embed.spotify.com/?uri=spotify:playlist:1Ph8pxls7GNLTFH7fcWxKh
2746,bleep techno,https://embed.spotify.com/?uri=spotify:playlist:74l4cXfulumPoQ7EyasgY8
2747,japanese guitar,https://embed.spotify.com/?uri=spotify:playlist:0dWgFxR0ieemTbUe1nfLed
2748,ulkucu sarkilar,https://embed.spotify.com/?uri=spotify:playlist:4lLbuMCdRlia25u4RwuiXz
2749,indonesian indie pop,https://embed.spotify.com/?uri=spotify:playlist:0ZgGRRngNcunvsLOgBEJxL
2750,norwegian contemporary jazz,https://embed.spotify.com/?uri=spotify:playlist:5WRoxnhGdORynDlAbDMxFg
2751,rebetiko,https://embed.spotify.com/?uri=spotify:playlist:32IC3D0niv0cIISHsGtehW
2752,heavy alternative,https://embed.spotify.com/?uri=spotify:playlist:6KCEBhb5eYhZfJQQBL6W3Q
2753,okc indie,https://embed.spotify.com/?uri=spotify:playlist:6mx4NyNKlKzqaDTqDbYyy4
2754,gothic americana,https://embed.spotify.com/?uri=spotify:playlist:3s8q8jIapmc1VcZoG9HztR
2755,york indie,https://embed.spotify.com/?uri=spotify:playlist:02NPFyGAScohVgMt3JN00H
2756,miami metal,https://embed.spotify.com/?uri=spotify:playlist:6nMGFNdf9QNLJ8xz8NdZp6
2757,sandalwood,https://embed.spotify.com/?uri=spotify:playlist:5cWMQfuIovWhCrnXC3szWn
2758,canadian indie folk,https://embed.spotify.com/?uri=spotify:playlist:5cJZSH78SbIbw5vdPia24j
2759,symphonic death metal,https://embed.spotify.com/?uri=spotify:playlist:5kdPHafCZx70YvDHkihSuT
2760,austrian indie,https://embed.spotify.com/?uri=spotify:playlist:2pEF8qW6YyLXvEOflWiPTz
2761,electrofox,https://embed.spotify.com/?uri=spotify:playlist:3oBf8kc02esfPC3PUuSZks
2762,plena uruguaya,https://embed.spotify.com/?uri=spotify:playlist:72EP5quMvlSfHdz3xazcwq
2763,vocal trance,https://embed.spotify.com/?uri=spotify:playlist:4pkYvU2Gr39rQZ8JWzbdyc
2764,tulsa indie,https://embed.spotify.com/?uri=spotify:playlist:7om0ntEtrOfsgzNzj65mqC
2765,cambridge choir,https://embed.spotify.com/?uri=spotify:playlist:1FVYfon8yQdDTp2SHy0IJD
2766,kenyan pop,https://embed.spotify.com/?uri=spotify:playlist:0kDDReaApSTI0wI0kPOqhT
2767,german literature,https://embed.spotify.com/?uri=spotify:playlist:69eKo1hKxQTZwMbrqrrATV
2768,galician rock,https://embed.spotify.com/?uri=spotify:playlist:0MGqujmWRe9njHpDUoIFGq
2769,french baroque,https://embed.spotify.com/?uri=spotify:playlist:0mrfzeghcUlwuaNTCdCFZx
2770,german ccm,https://embed.spotify.com/?uri=spotify:playlist:3I9Qej7viaxaK9IUOtrhal
2771,sunnlensk tonlist,https://embed.spotify.com/?uri=spotify:playlist:4KVj0Tze02e7RrVH31jp0R
2772,rap kreyol,https://embed.spotify.com/?uri=spotify:playlist:3bGza7Mx5r2yTjbAqsB4v1
2773,waiata maori,https://embed.spotify.com/?uri=spotify:playlist:1qLMlVunYKqw285SAjZEzJ
2774,sydney indie,https://embed.spotify.com/?uri=spotify:playlist:3QHC3pILgEDrfF8GKslczN
2775,russian nu metal,https://embed.spotify.com/?uri=spotify:playlist:2Zbmyw9ZX9aEvLMoMwBjEM
2776,vintage hollywood,https://embed.spotify.com/?uri=spotify:playlist:0IeVWLiNFBT7uvVDXOVYuW
2777,igbo pop,https://embed.spotify.com/?uri=spotify:playlist:0o5jBx4Az0Klnb2DXRsKzD
2778,euskal musica,https://embed.spotify.com/?uri=spotify:playlist:4fLE9MkUAcauwyK84mkhl8
2779,kabyle,https://embed.spotify.com/?uri=spotify:playlist:6DyS2bEJ435oeiHVmfqNhA
2780,pakistani folk,https://embed.spotify.com/?uri=spotify:playlist:4L1EM7qJVxlMg06KVPB8CW
2781,j-core,https://embed.spotify.com/?uri=spotify:playlist:6EyM9BeEm0vZvSkQyGaLkN
2782,hardtekk,https://embed.spotify.com/?uri=spotify:playlist:489ivRjlG7G0Hbhan2ZUBn
2783,lapland metal,https://embed.spotify.com/?uri=spotify:playlist:2roNZbSQjCICekvwRQnAUz
2784,minimal melodic techno,https://embed.spotify.com/?uri=spotify:playlist:0O5O7OKpXKZkWUBRVFAJ1g
2785,belarusian electronic,https://embed.spotify.com/?uri=spotify:playlist:1ghBX7KDplRis0ISK7BHjq
2786,nz christian,https://embed.spotify.com/?uri=spotify:playlist:6SigkrVfm6vJgg6fY2hpKo
2787,brazilian hardcore,https://embed.spotify.com/?uri=spotify:playlist:6aanKgTfkuFFjiP1YW9HBE
2788,alternative ccm,https://embed.spotify.com/?uri=spotify:playlist:4o7TCoOT3h3CBBV8d4mc9s
2789,acid techno,https://embed.spotify.com/?uri=spotify:playlist:1f0ODk7IQYTRx3PxZlCeAy
2790,norsk lovsang,https://embed.spotify.com/?uri=spotify:playlist:6uNsNfkG4lwlCdcN12erhu
2791,indie emo,https://embed.spotify.com/?uri=spotify:playlist:0fgslmPIDxUJjaUNZpQsEY
2792,slovenian electronic,https://embed.spotify.com/?uri=spotify:playlist:0L3eiLJIekTa0Bqhv2RURF
2793,432hz,https://embed.spotify.com/?uri=spotify:playlist:5qQLE1iuD3CKOEXIb0fi7Z
2794,hamilton on indie,https://embed.spotify.com/?uri=spotify:playlist:3h3fQeu39Em88KEHF4zf6t
2795,australian metal,https://embed.spotify.com/?uri=spotify:playlist:33kqbVFZdUv4JuMUzFctmt
2796,zen,https://embed.spotify.com/?uri=spotify:playlist:7y2Av5WgZgD7jSuQZu6M7n
2797,japanese celtic,https://embed.spotify.com/?uri=spotify:playlist:5litsrvBZvqdKKbJNf3cod
2798,indonesian emo,https://embed.spotify.com/?uri=spotify:playlist:4umpvMoqfoNM3DbdkMA8SB
2799,carnatic vocal,https://embed.spotify.com/?uri=spotify:playlist:4c0FH7ppMiVUJ8DB5zbfZg
2800,atlanta punk,https://embed.spotify.com/?uri=spotify:playlist:7HAemeH6qgoKySACL3ZUU2
2801,paraguayan rock,https://embed.spotify.com/?uri=spotify:playlist:5ksPEzPh2fKmC8Qq26mrax
2802,musica costarricense,https://embed.spotify.com/?uri=spotify:playlist:20MbFTd6EIRLby7minxHBP
2803,hindustani classical,https://embed.spotify.com/?uri=spotify:playlist:7mQXEFCmWw09h5Mv4PcVfI
2804,bulgarian hip hop,https://embed.spotify.com/?uri=spotify:playlist:4CEY5gI3L7e6VhdDKbNfRR
2805,vgm instrumental,https://embed.spotify.com/?uri=spotify:playlist:3KX6z1klrH9RrmD4hvjlAl
2806,spanish folk rock,https://embed.spotify.com/?uri=spotify:playlist:48tTg9E77wOTUn8P66xenP
2807,tunisian pop,https://embed.spotify.com/?uri=spotify:playlist:5ytzcJ3FZhJGgQupUva1lT
2808,halftime dnb,https://embed.spotify.com/?uri=spotify:playlist:6Ca1K6vxKnJovI06DkcIWb
2809,black comedy,https://embed.spotify.com/?uri=spotify:playlist:3JPfdKelScEwS01JZaiH8X
2810,rock chapin,https://embed.spotify.com/?uri=spotify:playlist:5XRjxXyGFJP5C2L1j9SyNC
2811,himachali pop,https://embed.spotify.com/?uri=spotify:playlist:0AXXFLaxI2f0DVZZzEyvxn
2812,musica jibara,https://embed.spotify.com/?uri=spotify:playlist:2vXOV5GgsBZo0lJsqxI52K
2813,nz children's music,https://embed.spotify.com/?uri=spotify:playlist:5Pm8wEgXyNwyxrV8hXCZr9
2814,sheilat,https://embed.spotify.com/?uri=spotify:playlist:4bmDe3jeZMBdjkuM6puaVL
2815,new delhi indie,https://embed.spotify.com/?uri=spotify:playlist:7kaTOk3XhLr5QIC7hZQ9fK
2816,japanese underground rap,https://embed.spotify.com/?uri=spotify:playlist:3esumTS0Hg0r26nFSzm9vz
2817,hungarian edm,https://embed.spotify.com/?uri=spotify:playlist:2g646JKBsJaDrJkZ4JJwgl
2818,jazz cubano,https://embed.spotify.com/?uri=spotify:playlist:5t8Ohd3K05yxXPUmF3afO7
2819,experimental house,https://embed.spotify.com/?uri=spotify:playlist:3DuxgqofnqkTigBNylYnve
2820,persian rock,https://embed.spotify.com/?uri=spotify:playlist:5B4I2Fm5KKx72aBld3dUIp
2821,danish post-punk,https://embed.spotify.com/?uri=spotify:playlist:4AppOssLEUy97dUJ4GZG7g
2822,asheville indie,https://embed.spotify.com/?uri=spotify:playlist:3z2RllPfFPitffsorrPc0J
2823,beatboxing,https://embed.spotify.com/?uri=spotify:playlist:3i2uukD1MQx9nLVauaHgnG
2824,japanese rockabilly,https://embed.spotify.com/?uri=spotify:playlist:5mzgXrKqCpgGzapB3IM5kM
2825,leeds indie,https://embed.spotify.com/?uri=spotify:playlist:1y18nWKJAUmRUHT7sbLABU
2826,underground power pop,https://embed.spotify.com/?uri=spotify:playlist:5gKcYetENCc1TBkgcTiOA8
2827,brutal deathcore,https://embed.spotify.com/?uri=spotify:playlist:5cU8GY8cqeSTkgTXaYzo5z
2828,irish indie rock,https://embed.spotify.com/?uri=spotify:playlist:7BIh11WdlHdXCweFeyjmJ6
2829,oxford choir,https://embed.spotify.com/?uri=spotify:playlist:6BuTzpsrq8QUS1vI0HiEVc
2830,korean underground rap,https://embed.spotify.com/?uri=spotify:playlist:0XeoMjDv09XMDKrfpJargo
2831,bass music,https://embed.spotify.com/?uri=spotify:playlist:3fva5PDy3o8ewFmo0zHBLY
2832,taiwan punk,https://embed.spotify.com/?uri=spotify:playlist:0KFA1EhvZjMISnKhtzbSiE
2833,novo rock gaucho,https://embed.spotify.com/?uri=spotify:playlist:5FOv1bW24mnkT6X6kmUXwL
2834,metal mineiro,https://embed.spotify.com/?uri=spotify:playlist:3iAMvHfqcqv7St4MLQRq9u
2835,rhode island indie,https://embed.spotify.com/?uri=spotify:playlist:41tRlkE8wyuONtruInGMvb
2836,coco,https://embed.spotify.com/?uri=spotify:playlist:167zi06RysrCJMuEz0M6XP
2837,rap liegeois,https://embed.spotify.com/?uri=spotify:playlist:3Z3XwVYP8GbKCyWdOIy8ug
2838,rap francais nouvelle vague,https://embed.spotify.com/?uri=spotify:playlist:2k8s1T3zBIerxsGyA3cFeV
2839,cumbia boliviana,https://embed.spotify.com/?uri=spotify:playlist:3SwCXSJe5qaCRlxud8SDuU
2840,christian hard rock,https://embed.spotify.com/?uri=spotify:playlist:7l2qOZAyDLC2YH99jiBnT0
2841,post-black metal,https://embed.spotify.com/?uri=spotify:playlist:0BXtyZkCBonl5z9L4FbvBP
2842,kaneka,https://embed.spotify.com/?uri=spotify:playlist:1xSb1HgWR45RZcIZAC4Rq8
2843,carnatic,https://embed.spotify.com/?uri=spotify:playlist:4lDX4W8iQAm0hTVV6TfGpp
2844,guyanese pop,https://embed.spotify.com/?uri=spotify:playlist:7rLmihHHTsuYRMdBKfzgi1
2845,german tech house,https://embed.spotify.com/?uri=spotify:playlist:13ShpIGoaxmzJ2l0vM8U8q
2846,galante era,https://embed.spotify.com/?uri=spotify:playlist:7h2YS1Asvv7C9XgCMYxAw9
2847,punk chileno,https://embed.spotify.com/?uri=spotify:playlist:36rXPmTzbFjBODt40ji0mC
2848,hokkien pop,https://embed.spotify.com/?uri=spotify:playlist:2VG2vSR5cA2UOgHWwzRpP4
2849,rochester ny indie,https://embed.spotify.com/?uri=spotify:playlist:7xwsvwBrJ3VWWpTjKbmKqb
2850,nueva trova chilena,https://embed.spotify.com/?uri=spotify:playlist:3wiVm06ALgGPmNv9HRHVJq
2851,smooth soul,https://embed.spotify.com/?uri=spotify:playlist:6pWUha4KRUldi2JQ2epLpF
2852,korean trap,https://embed.spotify.com/?uri=spotify:playlist:1x5KJwBNPIy3bYltlNaNDK
2853,spa,https://embed.spotify.com/?uri=spotify:playlist:0oRBlN7Dq4UxzVQl7q2bVO
2854,welsh hip hop,https://embed.spotify.com/?uri=spotify:playlist:41qFWSk78KgepYWUDgmJLC
2855,miami indie,https://embed.spotify.com/?uri=spotify:playlist:7Cmn2Cj3tGonMFNq8VGjwB
2856,detroit house,https://embed.spotify.com/?uri=spotify:playlist:2H9lhkryk077kmxq8UOYkl
2857,dark black metal,https://embed.spotify.com/?uri=spotify:playlist:6Ajh5eG4ZlKrr1148nrB5m
2858,indonesian ska,https://embed.spotify.com/?uri=spotify:playlist:3neYAWnvRzRv4ywFAtXXhU
2859,munich electronic,https://embed.spotify.com/?uri=spotify:playlist:0UlkQsu8up6NMjMrn2Ge48
2860,korean indie folk,https://embed.spotify.com/?uri=spotify:playlist:0AOmr6B5BlVubtXNOM5JfO
2861,hard trance,https://embed.spotify.com/?uri=spotify:playlist:3S1y29gI6Wpchw9YCBHXM9
2862,persian alternative,https://embed.spotify.com/?uri=spotify:playlist:2pfNHK5P2G5YNNHZWVjUMP
2863,gothic alternative,https://embed.spotify.com/?uri=spotify:playlist:5S4nocceN9d2bFLsBlD3Pt
2864,rap capixaba,https://embed.spotify.com/?uri=spotify:playlist:0iLibcnZSCyF4hOJQHkQHM
2865,musica popular uruguaya,https://embed.spotify.com/?uri=spotify:playlist:2nZxUVkTnE2dfocWtpr6nK
2866,deep soundtrack,https://embed.spotify.com/?uri=spotify:playlist:6Pd01i30hTp25RltgY77HS
2867,indonesian indie rock,https://embed.spotify.com/?uri=spotify:playlist:6DMNNb9U6Ptmb8dez874N7
2868,charlotte nc indie,https://embed.spotify.com/?uri=spotify:playlist:7eNu8ro1A6RDZwMPo3tCCT
2869,kizomba cabo-verdiana,https://embed.spotify.com/?uri=spotify:playlist:6U7XM4g22ccWDFS2xwJxbV
2870,dreamgaze,https://embed.spotify.com/?uri=spotify:playlist:1dOpDzDs3D7fQ43QUabPH0
2871,carnaval limburg,https://embed.spotify.com/?uri=spotify:playlist:3vTsUt7QC2e9OiTPAORaCZ
2872,broken beat,https://embed.spotify.com/?uri=spotify:playlist:1rnJHknpDL8e9EjJeI7d1V
2873,musica ayacuchana,https://embed.spotify.com/?uri=spotify:playlist:3NnhFai8X6CdYvP1Q1tOSE
2874,nwothm,https://embed.spotify.com/?uri=spotify:playlist:4eE8nsqOILpqGNPdC33B9X
2875,brazilian groove metal,https://embed.spotify.com/?uri=spotify:playlist:3EP7fmtL45NXEL0tpoO2ca
2876,nz folk,https://embed.spotify.com/?uri=spotify:playlist:2310EYDUgACUuc0GbWJ0p6
2877,48g,https://embed.spotify.com/?uri=spotify:playlist:4GhzIuuhKmoxP4WMDukGhR
2878,pinoy praise,https://embed.spotify.com/?uri=spotify:playlist:3cUZkIPJ5rGYyRM31Uv5sh
2879,funana,https://embed.spotify.com/?uri=spotify:playlist:2heQcYVOsKpYjaKfm3Tyfs
2880,talentkonkurranse,https://embed.spotify.com/?uri=spotify:playlist:2uHuU0pVMlBym5w670ZXYa
2881,mega funk,https://embed.spotify.com/?uri=spotify:playlist:0PO5azqKb7jDQA7cADHMow
2882,ambient idm,https://embed.spotify.com/?uri=spotify:playlist:5haig3RZ6OcU4Cz6AukvXY
2883,connecticut hardcore,https://embed.spotify.com/?uri=spotify:playlist:2KHl9SZ2hSMhP3IC7f1aco
2884,gothic black metal,https://embed.spotify.com/?uri=spotify:playlist:0xSpQ9AtQX8YjgYBVYHLll
2885,instrumental surf,https://embed.spotify.com/?uri=spotify:playlist:28QheXSjeY6TmsCVFEHJnB
2886,musica andina colombiana,https://embed.spotify.com/?uri=spotify:playlist:0T8Dx6bhSlIwGwMdgqx9w7
