,genre,href
629,oxford indie,https://embed.spotify.com/?uri=spotify:playlist:1YvOWmrMWjSOmaXHo5RCnZ
630,deep euro house,https://embed.spotify.com/?uri=spotify:playlist:36ElXYG8xeWVQFuZr0Puvy
631,chicago indie,https://embed.spotify.com/?uri=spotify:playlist:0DsF1mb3M7yhJM6MUXR6fL
632,v-pop,https://embed.spotify.com/?uri=spotify:playlist:6TtiOm4Vf5wD8gPs1V4pQI
633,australian psych,https://embed.spotify.com/?uri=spotify:playlist:3qC7RPr0QzkFKAE1nuSAx4
634,funk consciente,https://embed.spotify.com/?uri=spotify:playlist:1pYXwb6K11YUZWvulG8LfM
635,russian drain,https://embed.spotify.com/?uri=spotify:playlist:1RGZMxRGRRqJTwP6px1d9D
636,antiviral pop,https://embed.spotify.com/?uri=spotify:playlist:6vGBafdEMRFhPiatbPLfjw
637,modern hard rock,https://embed.spotify.com/?uri=spotify:playlist:2derYIaJKEEwMLCcEOYEcI
638,australian electropop,https://embed.spotify.com/?uri=spotify:playlist:6TEh7sGZj65kb1wKoZMkSU
639,romanian pop,https://embed.spotify.com/?uri=spotify:playlist:68oBTMg4kV2C1UXDAxOmeH
640,classic schlager,https://embed.spotify.com/?uri=spotify:playlist:4bMTSiI4AC7Mp0TCOMis7A
641,reading,https://embed.spotify.com/?uri=spotify:playlist:6AMYqzWEHpzHQspdGpBH5s
642,noise pop,https://embed.spotify.com/?uri=spotify:playlist:79vSZtZGJqNVs3KYInh42V
643,turbo folk,https://embed.spotify.com/?uri=spotify:playlist:2o4kwAlkwGTYEijq94GsyS
644,london rap,https://embed.spotify.com/?uri=spotify:playlist:2sAetSf2QJCdtJtEXi0MWR
645,nashville sound,https://embed.spotify.com/?uri=spotify:playlist:4ogqKBfmZLAiIUkpc8FPTz
646,irish singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:67ljvMZzzG7KNJkCH7hY6z
647,oakland hip hop,https://embed.spotify.com/?uri=spotify:playlist:4Uewmd4GsCYQXttOgHS0Bi
648,swedish gangsta rap,https://embed.spotify.com/?uri=spotify:playlist:6HO4BNXiFyRCFlgbnyPQkD
649,post-punk argentina,https://embed.spotify.com/?uri=spotify:playlist:2Hleh47rixMBxvNnqmx3hT
650,vocaloid,https://embed.spotify.com/?uri=spotify:playlist:3gL0B5dJ4WPM0PmhRjqcQU
651,turkish jazz,https://embed.spotify.com/?uri=spotify:playlist:2XWuLY8J7ViTQ7Gl3ZV9KV
652,funk bh,https://embed.spotify.com/?uri=spotify:playlist:7EkuObU6WHy1QEBwyGZgYm
653,progressive trance,https://embed.spotify.com/?uri=spotify:playlist:3LfgRDV6HceI9exDCtTJo3
654,celtic,https://embed.spotify.com/?uri=spotify:playlist:652MEBjQfhjqwfoKrlaUK6
655,modern salsa,https://embed.spotify.com/?uri=spotify:playlist:01jM8RPDlNtIvBkOsRbdMR
656,frauenrap,https://embed.spotify.com/?uri=spotify:playlist:4OnbZkownuQYWGsJ3pvWxf
657,neue deutsche harte,https://embed.spotify.com/?uri=spotify:playlist:6WeDF6IYytZmoiLZaSnhgp
658,canadian electronic,https://embed.spotify.com/?uri=spotify:playlist:0x6JnrpfyrnhzXzMZXSGe7
659,trap mexicano,https://embed.spotify.com/?uri=spotify:playlist:0EMv4RJ77F0dSlGlhFRVbh
660,calming instrumental,https://embed.spotify.com/?uri=spotify:playlist:64rpUcla6sbXJFkaOAq1qu
661,smooth jazz,https://embed.spotify.com/?uri=spotify:playlist:4GMYsnPRt6GT3VARNJQeKt
662,german baroque,https://embed.spotify.com/?uri=spotify:playlist:03zLen1gxr088za4E2yfG6
663,piseiro,https://embed.spotify.com/?uri=spotify:playlist:3r6u8ciy6JcrdCDXMwtC0v
664,russian dance pop,https://embed.spotify.com/?uri=spotify:playlist:01XFN44RI7293VZIugv49n
665,arkansas country,https://embed.spotify.com/?uri=spotify:playlist:58UKNHdZKjKa9q3gPPwSsC
666,epicore,https://embed.spotify.com/?uri=spotify:playlist:6L5DYqEAWfLMEb6szUJpe4
667,ska punk,https://embed.spotify.com/?uri=spotify:playlist:3gCEWVVAL0dTb6g44qqvkN
668,uk funky,https://embed.spotify.com/?uri=spotify:playlist:4lK54lu5nxD3iMlCXMIQwx
669,chamber psych,https://embed.spotify.com/?uri=spotify:playlist:6rirvdbul7rDunT5SP5F4m
670,jazz trumpet,https://embed.spotify.com/?uri=spotify:playlist:1KauhpfXtTbEgYVi4d5rsD
671,drill francais,https://embed.spotify.com/?uri=spotify:playlist:7ps4PEcNxt0xc1LN3rypdg
672,modern reggae,https://embed.spotify.com/?uri=spotify:playlist:3B7t8HFv1PowgvPsLq6Qbf
673,indie triste,https://embed.spotify.com/?uri=spotify:playlist:1euhr12icBWvWTkNcQIvnY
674,acid rock,https://embed.spotify.com/?uri=spotify:playlist:3H6YJ47QOQiC74hZNVUU2f
675,british singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:6lEM8mYvo3M5ntO3FAiIvt
676,anthem emo,https://embed.spotify.com/?uri=spotify:playlist:1dHm6fhlORhY2O1v6aO4fc
677,tagalog rap,https://embed.spotify.com/?uri=spotify:playlist:4Hx6fdHGxv9nOZgZShbekL
678,german cloud rap,https://embed.spotify.com/?uri=spotify:playlist:1rL1br6e5ksgcTIkgRLEiF
679,sunshine pop,https://embed.spotify.com/?uri=spotify:playlist:4WGe8j09ND0yhNGN2LRuD7
680,moroccan pop,https://embed.spotify.com/?uri=spotify:playlist:1hpVVlVuXSAO50dZOEATah
681,polish alternative,https://embed.spotify.com/?uri=spotify:playlist:4Ilk2BZa7OWZziZgcBAQlR
682,slowed and reverb,https://embed.spotify.com/?uri=spotify:playlist:44NzAKSh19KifXgIbe5FvL
683,german indie,https://embed.spotify.com/?uri=spotify:playlist:4bpLvrAQpvWAZ9lJDDYfbl
684,minnesota hip hop,https://embed.spotify.com/?uri=spotify:playlist:3ZPBThiaZ0jSMPerPHpMwd
685,west coast trap,https://embed.spotify.com/?uri=spotify:playlist:0BraqFvmohtWS1TKtBVi6B
686,experimental pop,https://embed.spotify.com/?uri=spotify:playlist:0MS8uaf4VjVPDb5e8LJVpm
687,deep turkish pop,https://embed.spotify.com/?uri=spotify:playlist:4ML7JSFmkkJipKldJqZGbN
688,rome indie,https://embed.spotify.com/?uri=spotify:playlist:1zkGa0efUtOsXNKdbm1YhS
689,coverchill,https://embed.spotify.com/?uri=spotify:playlist:2X35a4BVWpyP9BwcyRRhJD
690,political hip hop,https://embed.spotify.com/?uri=spotify:playlist:1JG2BtWHQA3XMqun2bsB2k
691,focus,https://embed.spotify.com/?uri=spotify:playlist:6fzw3GiLktfRKczD6sl6mT
692,classic girl group,https://embed.spotify.com/?uri=spotify:playlist:6TFuQZNFJiSZZILqBd1LnJ
693,british blues,https://embed.spotify.com/?uri=spotify:playlist:5gYoPWpfoYkFxdS7a15WBO
694,trova,https://embed.spotify.com/?uri=spotify:playlist:6AsYWsnau4HpWHzxyNoA1a
695,nigerian hip hop,https://embed.spotify.com/?uri=spotify:playlist:33VujNIodgRGBI4TUuB4mx
696,pinoy hip hop,https://embed.spotify.com/?uri=spotify:playlist:4h1t1NUOA1LuIz8WW0w32H
697,pacific islands pop,https://embed.spotify.com/?uri=spotify:playlist:45anIT1Lg5xrUsgkznbwzm
698,symphonic metal,https://embed.spotify.com/?uri=spotify:playlist:5sodadTxPhNX9LAxyd03DJ
699,venezuelan hip hop,https://embed.spotify.com/?uri=spotify:playlist:48ZAg8gvBviwTPsXN4aIfG
700,death metal,https://embed.spotify.com/?uri=spotify:playlist:4ykSr52Ff3ysihmAO0z1Dw
701,lo-fi rap,https://embed.spotify.com/?uri=spotify:playlist:57ZSwCZ7iILUL4OQ7bnwTP
702,preschool children's music,https://embed.spotify.com/?uri=spotify:playlist:6NGDDMCqCjNn7HOfnVWscz
703,russian dance,https://embed.spotify.com/?uri=spotify:playlist:0UOoeghqStZk0brm8Ozz5L
704,anadolu rock,https://embed.spotify.com/?uri=spotify:playlist:1VT5zGqqy4CSw6zArZoZgF
705,speed metal,https://embed.spotify.com/?uri=spotify:playlist:76RB4cPFZIK8WBomKSEIlQ
706,funk viral,https://embed.spotify.com/?uri=spotify:playlist:6lulrwh852gB3WirPe1e4p
707,microhouse,https://embed.spotify.com/?uri=spotify:playlist:6FbDQuTcGT0IoZCtsbCISv
708,south african pop,https://embed.spotify.com/?uri=spotify:playlist:2gCb5sPRAaufQVrfBOLgdN
709,israeli pop,https://embed.spotify.com/?uri=spotify:playlist:53x6LAhXxhWxhV2TAPgw4u
710,dub,https://embed.spotify.com/?uri=spotify:playlist:1nAMu3VI1913Bl8P6joGdE
711,turkish singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:4tenLyP9rbOA9oI4ZA2hwB
712,melodic metal,https://embed.spotify.com/?uri=spotify:playlist:20iIYgQhyO7JlYOGsFYu0h
713,australian alternative rock,https://embed.spotify.com/?uri=spotify:playlist:62Mjfl6ctnwHXAgiT6cQwI
714,chicano rap,https://embed.spotify.com/?uri=spotify:playlist:2Tc7Rt8asvPRsbBhe7vKDr
715,swedish metal,https://embed.spotify.com/?uri=spotify:playlist:2VLJNrld3b2lqbb0N4mDZs
716,classify,https://embed.spotify.com/?uri=spotify:playlist:6E9uHw2nQR9XPP4DGrBUcl
717,indonesian singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:7aJrA9ExAuZLUr4OdXbwwv
718,pop rap brasileiro,https://embed.spotify.com/?uri=spotify:playlist:0Ud1B5OYxleiuspbBXZI2t
719,nederpop,https://embed.spotify.com/?uri=spotify:playlist:4jad2Rm1ff78yGzm3XTZKC
720,new york drill,https://embed.spotify.com/?uri=spotify:playlist:4I1H54YGRvkSKfII2XhSlB
721,swamp rock,https://embed.spotify.com/?uri=spotify:playlist:0c3XM6W62rmdSfWs7uzpRz
722,pop romantico,https://embed.spotify.com/?uri=spotify:playlist:5aT36SOb1mkA0tDDjXKlS0
723,new jersey rap,https://embed.spotify.com/?uri=spotify:playlist:4zRssuqXi9x60JgHq5oypS
724,turkce drill,https://embed.spotify.com/?uri=spotify:playlist:6MEN9TKQR1RQXEAgtPAmav
725,danish hip hop,https://embed.spotify.com/?uri=spotify:playlist:2Ye9vt7btK1lJgJ7zw6xRJ
726,progressive bluegrass,https://embed.spotify.com/?uri=spotify:playlist:2ychGMsKkWCqjgkgNHommE
727,spanish indie pop,https://embed.spotify.com/?uri=spotify:playlist:6s8I7kVZ8phbFuXcFJmaQV
728,j-division,https://embed.spotify.com/?uri=spotify:playlist:1W1ZU2KC8ycl8BY7naUBlm
729,latin jazz,https://embed.spotify.com/?uri=spotify:playlist:3bhnRBlvTikmxpW50jBaIZ
730,turntablism,https://embed.spotify.com/?uri=spotify:playlist:5ZkLWGmHP329LAyPnpvydQ
731,dancefloor dnb,https://embed.spotify.com/?uri=spotify:playlist:0R4q3eZSSoSCLq7jNYeF5t
732,chill drill,https://embed.spotify.com/?uri=spotify:playlist:7EPz5p65YLw2YTfKhFGGZx
733,phonk,https://embed.spotify.com/?uri=spotify:playlist:3qxSuTNp8RQ3QAnsQkMan4
734,trancecore,https://embed.spotify.com/?uri=spotify:playlist:3GL4HNVOg9IqD5jxVpSRp7
735,electra,https://embed.spotify.com/?uri=spotify:playlist:4vnhpAi5S0LSNQfzWSpkZs
736,stoner rock,https://embed.spotify.com/?uri=spotify:playlist:6rhKHVL7MpASDhCtuY3ISy
737,albanian hip hop,https://embed.spotify.com/?uri=spotify:playlist:3ihgsFVkN3qG7KnEXoJMHf
738,background jazz,https://embed.spotify.com/?uri=spotify:playlist:7Ifye2q49cs6RDXTbQxJcq
739,swedish trap,https://embed.spotify.com/?uri=spotify:playlist:2ID0zU2K42h2pRR6yZqmDB
740,big band,https://embed.spotify.com/?uri=spotify:playlist:2cjIvuw4VVOQSeUAZfNiqY
741,latin talent show,https://embed.spotify.com/?uri=spotify:playlist:1L1Hmf2PkeZbiiQbgD93hC
742,hi-nrg,https://embed.spotify.com/?uri=spotify:playlist:3Bf2Oreyh9819D3Mgf3tnK
743,modern dream pop,https://embed.spotify.com/?uri=spotify:playlist:202xgnWdtz9EQx5fvI400m
744,gothic metal,https://embed.spotify.com/?uri=spotify:playlist:5If0ljSv0MPkrJJr9t75mY
745,variete francaise,https://embed.spotify.com/?uri=spotify:playlist:0MtjpTQ7m7V5cVJrUqoB8H
746,disney,https://embed.spotify.com/?uri=spotify:playlist:2wVSco9FZlWS9iW6OxI9Ia
747,christian hip hop,https://embed.spotify.com/?uri=spotify:playlist:19MzV9T4UTnjZdQEWL3xFe
748,classic hardstyle,https://embed.spotify.com/?uri=spotify:playlist:6JyqZHLr7ACv0AVqpYrXfj
749,dembow,https://embed.spotify.com/?uri=spotify:playlist:6r9pKD3yNDbAm1iA0FhDM6
750,suomi rock,https://embed.spotify.com/?uri=spotify:playlist:7aINHNJg40REiMEP6G2Zdq
751,jazz piano,https://embed.spotify.com/?uri=spotify:playlist:5KudWqpwRKdH5CY6yQ1nwA
752,salsa colombiana,https://embed.spotify.com/?uri=spotify:playlist:2QVsIulY60RZs8u18nPccL
753,german soundtrack,https://embed.spotify.com/?uri=spotify:playlist:0JC0SvamjkERHSSVifLM5N
754,j-rap,https://embed.spotify.com/?uri=spotify:playlist:7x1NTWOVz2GiQ4lrGbpH4e
755,ambient,https://embed.spotify.com/?uri=spotify:playlist:6CIyPj34GTpAkNwoWToLNT
756,visual kei,https://embed.spotify.com/?uri=spotify:playlist:2zxjp4qMAoiRr8xY1Uq1SW
757,danspunk,https://embed.spotify.com/?uri=spotify:playlist:7Ew6UU6dhWHNs8f7qr9eA5
758,nouvelle chanson francaise,https://embed.spotify.com/?uri=spotify:playlist:3oZK1D458xeFA0EVuAoesb
759,dance-punk,https://embed.spotify.com/?uri=spotify:playlist:6c6EDGbcWdOSUvTaaUENyg
760,belgian hip hop,https://embed.spotify.com/?uri=spotify:playlist:6BxDibVSpcABeoBBo1vToA
761,lovers rock,https://embed.spotify.com/?uri=spotify:playlist:7KNEp9goFIQIuIwqFDFgTg
762,indie jazz,https://embed.spotify.com/?uri=spotify:playlist:6LgnHN3mGCfSTnYy7Cd81C
763,gymcore,https://embed.spotify.com/?uri=spotify:playlist:4iJOZzUyARH8EpZngrkiBm
764,bases de freestyle,https://embed.spotify.com/?uri=spotify:playlist:75SDLCiU8CMpgeAJjsmZz5
765,jazz trio,https://embed.spotify.com/?uri=spotify:playlist:6Pixe6bdAwQIkLv4q85U7E
766,rap chileno,https://embed.spotify.com/?uri=spotify:playlist:7wUZUB0FCPHsfnspHVzP7s
767,zolo,https://embed.spotify.com/?uri=spotify:playlist:1HDK9LHAXjMQEbEhh9Lbfa
768,musica para ninos,https://embed.spotify.com/?uri=spotify:playlist:3b0dNrX44ZCPCkNZ2LNrt9
769,indie game soundtrack,https://embed.spotify.com/?uri=spotify:playlist:74xxbuuHJujl204kaRgsLk
770,r&b brasileiro,https://embed.spotify.com/?uri=spotify:playlist:6oJ7aTA1gwk4WaPTB4l5oo
771,hardcore punk,https://embed.spotify.com/?uri=spotify:playlist:4H6GLDvB0kzoCyavxb1Z4B
772,ambient pop,https://embed.spotify.com/?uri=spotify:playlist:0yRTC25xu2jLehDX24gFmH
773,christian indie,https://embed.spotify.com/?uri=spotify:playlist:3l8CtYFuLlRkrh6zCBODwp
774,finnish hip hop,https://embed.spotify.com/?uri=spotify:playlist:1YGvJM20VrskrnSGuT0V2W
775,swedish idol pop,https://embed.spotify.com/?uri=spotify:playlist:70jdWG9sLb0vAWuAXuiDbX
776,cartoon,https://embed.spotify.com/?uri=spotify:playlist:47E4xm9bQeseKh6tSasQqG
777,rkt,https://embed.spotify.com/?uri=spotify:playlist:3VrPTHyM5DuNHzEZUWzsnt
778,tollywood,https://embed.spotify.com/?uri=spotify:playlist:1pJbr3AF7AZtbMZBmyvBRn
779,rebel blues,https://embed.spotify.com/?uri=spotify:playlist:44fli7rZ73DG4LU9AVKl8W
780,double drumming,https://embed.spotify.com/?uri=spotify:playlist:5d14ZrDa5uxfbseFCO9KJI
781,supergroup,https://embed.spotify.com/?uri=spotify:playlist:1s2jrVIrwTByHfgArNRd4F
782,chill pop,https://embed.spotify.com/?uri=spotify:playlist:6NqeUZV00Bj7iKBNniWBpE
783,swedish alternative rock,https://embed.spotify.com/?uri=spotify:playlist:42I35nX6LVqu5PqNj8824b
784,roots worship,https://embed.spotify.com/?uri=spotify:playlist:7iGdViGFlFJhmtjga5qhMx
785,norteno-sax,https://embed.spotify.com/?uri=spotify:playlist:4Wi7kR0LDvvxbxosl10Hke
786,folklore argentino,https://embed.spotify.com/?uri=spotify:playlist:4MEHK2ca0qSJhJJvLA0raB
787,cool jazz,https://embed.spotify.com/?uri=spotify:playlist:3RtFvzIXD7ulUCXkWdIOWW
788,euphoric hardstyle,https://embed.spotify.com/?uri=spotify:playlist:7kUeKVMrA3eMZNP4p8HKVi
789,dangdut,https://embed.spotify.com/?uri=spotify:playlist:3xpkyLuyJI7bruUh1xtuea
790,hawaiian hip hop,https://embed.spotify.com/?uri=spotify:playlist:0CqFlDgsIr4aEcUAbxbIsu
791,arab pop,https://embed.spotify.com/?uri=spotify:playlist:6qf2sOrwU08PIM4aMggZS5
792,dark clubbing,https://embed.spotify.com/?uri=spotify:playlist:4Hy2WDRHQh3020nVdICxvh
793,detroit trap,https://embed.spotify.com/?uri=spotify:playlist:1VSBIae39ufpI4NF4htItX
794,birmingham metal,https://embed.spotify.com/?uri=spotify:playlist:1zBisMFE9VWtdXHzBxWD2d
795,champeta,https://embed.spotify.com/?uri=spotify:playlist:0hj6krZD6CE8wxg9nmIswz
796,trap chileno,https://embed.spotify.com/?uri=spotify:playlist:187WTgmHaJtn3BZy5jphdb
797,south carolina hip hop,https://embed.spotify.com/?uri=spotify:playlist:06wMSt5MVYSyl5RHaYZF0J
798,argentine reggae,https://embed.spotify.com/?uri=spotify:playlist:2vk7YBjoVhFTgGBxlKcRPF
799,piano cover,https://embed.spotify.com/?uri=spotify:playlist:6yGAwVDOmgKVKM4XDLNoVR
800,japanese soundtrack,https://embed.spotify.com/?uri=spotify:playlist:1SDsQL5zFGmnZy4w7mk1ub
801,chinese indie,https://embed.spotify.com/?uri=spotify:playlist:0wYpNflDnwSC3OZqdrQCBt
802,canadian country,https://embed.spotify.com/?uri=spotify:playlist:72nKBOJxfLUr3iuUUMn2nV
803,canadian punk,https://embed.spotify.com/?uri=spotify:playlist:5OcvKHhsBhDH7rSq7ZrhUK
804,chinese viral pop,https://embed.spotify.com/?uri=spotify:playlist:04mJ4eJ9jtVx0Ucuyuk1Tx
805,classic russian rock,https://embed.spotify.com/?uri=spotify:playlist:26C6ieZHP6osxOV3WKiiBm
806,argentine telepop,https://embed.spotify.com/?uri=spotify:playlist:1CoY8DjYLjdcrwLVlL9Vri
807,alabama rap,https://embed.spotify.com/?uri=spotify:playlist:4E2D6vTTyXwvHzTygWJxEh
808,jawaiian,https://embed.spotify.com/?uri=spotify:playlist:7EIYnaUoJnYUIAvn2jzbAW
809,edmonton indie,https://embed.spotify.com/?uri=spotify:playlist:0EmrOr9gdxrcM2y3khh72k
810,musica de fondo,https://embed.spotify.com/?uri=spotify:playlist:33pnAlQ3n096s4W1XMnrNf
811,vancouver indie,https://embed.spotify.com/?uri=spotify:playlist:2BsP4wBGZt4mpY435CfQGR
812,scottish rock,https://embed.spotify.com/?uri=spotify:playlist:2CmS2oNTxIvQUSLeJfBIvP
813,reggae rock,https://embed.spotify.com/?uri=spotify:playlist:0CktkOo3GxodXvz4fXJ5Ld
814,russian drill,https://embed.spotify.com/?uri=spotify:playlist:7lRoT7GFNqADxLXa4Dw0RI
815,indie punk,https://embed.spotify.com/?uri=spotify:playlist:2owRoUVlHqTdJF3FmF5uwZ
816,melodic death metal,https://embed.spotify.com/?uri=spotify:playlist:7lGaIZyXooFl0HIxvBxlNY
817,spanish new wave,https://embed.spotify.com/?uri=spotify:playlist:1pujdlFcV8pY03jkhbkmvN
818,ambient worship,https://embed.spotify.com/?uri=spotify:playlist:5W6bxdaey4mnoC1QVxg61t
819,philly indie,https://embed.spotify.com/?uri=spotify:playlist:5bywGHY4NQKcTmGXAVsf3N
820,french synthpop,https://embed.spotify.com/?uri=spotify:playlist:767e9eYAfk4bApi2vMIK32
821,tecnobanda,https://embed.spotify.com/?uri=spotify:playlist:5yBIfrNoe8gDDRkddgTm4d
822,korean ost,https://embed.spotify.com/?uri=spotify:playlist:3IYiaXY49BlwvlBaFcFvbb
823,psychedelic hip hop,https://embed.spotify.com/?uri=spotify:playlist:2IQajrWbgM5MH4kKFLe7AB
824,french reggae,https://embed.spotify.com/?uri=spotify:playlist:47v1NcKNyzVdhTWdCtl8HE
825,canadian contemporary country,https://embed.spotify.com/?uri=spotify:playlist:1Q21zPND8PRlf6boARmyX5
826,albanian pop,https://embed.spotify.com/?uri=spotify:playlist:6YCBZeDU7lFUw0WomT7uCj
827,stride,https://embed.spotify.com/?uri=spotify:playlist:0krnYjt6NxEOYruMsGzUqt
828,k-indie,https://embed.spotify.com/?uri=spotify:playlist:3P4E2aY9cPJSpu35WUxyFk
829,italo dance,https://embed.spotify.com/?uri=spotify:playlist:3IExr8qtJzsRF1vICyPux3
830,ska mexicano,https://embed.spotify.com/?uri=spotify:playlist:7qshObBpTeNY6nyMtcXXCw
831,melodic hardcore,https://embed.spotify.com/?uri=spotify:playlist:1zpGcI2DcOjVa2vbtU98cO
832,greek pop,https://embed.spotify.com/?uri=spotify:playlist:0sqLM1ijAdKHSh2iHNv5He
833,uk americana,https://embed.spotify.com/?uri=spotify:playlist:1fy3ClO9H8sOTy5ij9H5DC
834,diva house,https://embed.spotify.com/?uri=spotify:playlist:0kAFZCbHemKb8RxZhDPZbv
835,pub rock,https://embed.spotify.com/?uri=spotify:playlist:05hKvjsFjE7g3Pnk7Wxvwe
836,rap belge,https://embed.spotify.com/?uri=spotify:playlist:7J5CvtYwIKDFhE2wlBkPUu
837,malaysian pop,https://embed.spotify.com/?uri=spotify:playlist:21vmnDNKEQfYgZvtOBEpf2
838,modern power pop,https://embed.spotify.com/?uri=spotify:playlist:0h0nzdXjZTmo4k32f24pVt
839,british soundtrack,https://embed.spotify.com/?uri=spotify:playlist:7jcM11GE25u4XbhzuU7wYv
840,classic soundtrack,https://embed.spotify.com/?uri=spotify:playlist:6oFOZ4cBewLRG3Vp07xmMI
841,jazz saxophone,https://embed.spotify.com/?uri=spotify:playlist:4VrV2cOsoGbmH7IwsHfc7z
842,classic mandopop,https://embed.spotify.com/?uri=spotify:playlist:1891EOiCVUivgiyS2L2XT9
843,hard bop,https://embed.spotify.com/?uri=spotify:playlist:3KIoIajdvsFRWMYN3T5Fa5
844,sacramento indie,https://embed.spotify.com/?uri=spotify:playlist:2aSAYJHZZvCgwVcdx7Z9Tc
845,experimental,https://embed.spotify.com/?uri=spotify:playlist:13rgRSFVuyKQ0YtrZDJD6R
846,bossa nova cover,https://embed.spotify.com/?uri=spotify:playlist:6tAUaFl5FAzSh87nk6fbKW
847,swedish synthpop,https://embed.spotify.com/?uri=spotify:playlist:3VgX2GJWjSN7rW70g70ZCf
848,shamanic,https://embed.spotify.com/?uri=spotify:playlist:2gmlwXEHmmvxTG6JZN5uBQ
849,russian emo rap,https://embed.spotify.com/?uri=spotify:playlist:1Of03fMRcavbNFOuElUEYm
850,gospel,https://embed.spotify.com/?uri=spotify:playlist:6MCouSvvoujYQJyV5ifPox
851,velha guarda,https://embed.spotify.com/?uri=spotify:playlist:6xQfoAD6GdXI4CWJWzTgdi
852,rock cristiano,https://embed.spotify.com/?uri=spotify:playlist:6xLA8mHVCxyHRW9Mxfn8Dy
853,organic house,https://embed.spotify.com/?uri=spotify:playlist:73NvmzII2ExqKUR9iliJdQ
854,desi trap,https://embed.spotify.com/?uri=spotify:playlist:29HEXDlpRRd4bTTf6LoYeJ
855,german romanticism,https://embed.spotify.com/?uri=spotify:playlist:1JLrWsFDWyPiG9NIIn2zjO
856,basshall,https://embed.spotify.com/?uri=spotify:playlist:5rPMSk9umM8sDDck6ZMADh
857,dutch trance,https://embed.spotify.com/?uri=spotify:playlist:2BPocNoK7QF8mRuTdRd2Ph
858,hyphy,https://embed.spotify.com/?uri=spotify:playlist:6ovzr8QuZNSVBiNI0uyS36
859,jazz rap,https://embed.spotify.com/?uri=spotify:playlist:7nhthR622V6o8iiPhvPgXK
860,boston hip hop,https://embed.spotify.com/?uri=spotify:playlist:1qKT01W06KFPouzgMpoULZ
861,classic norwegian pop,https://embed.spotify.com/?uri=spotify:playlist:77XtO891xN5zPjQ6hvZkbW
862,intelligent dance music,https://embed.spotify.com/?uri=spotify:playlist:3P9lEX8RzKkD3hNVvnoMc5
863,el paso indie,https://embed.spotify.com/?uri=spotify:playlist:47v4HO6aShu1jyLNudBinv
864,iskelma,https://embed.spotify.com/?uri=spotify:playlist:1fZS0IY1MSY6PIyWktr0bx
865,boom bap espanol,https://embed.spotify.com/?uri=spotify:playlist:6fqRJtaRT3sx0FZrrzGLST
866,g-house,https://embed.spotify.com/?uri=spotify:playlist:2Ndst9OYUnoYIIrIc8TaVR
867,classic pakistani pop,https://embed.spotify.com/?uri=spotify:playlist:2ur6DACA2GqkuZyJVMtwsp
868,doo-wop,https://embed.spotify.com/?uri=spotify:playlist:1IhmjinFqRJffCiNI1NBPt
869,nwobhm,https://embed.spotify.com/?uri=spotify:playlist:6uSkf3ARKkBhgf8bQE8NSN
870,comic metal,https://embed.spotify.com/?uri=spotify:playlist:62KNLpt0asiJcAw8hihPJq
871,pop peruano,https://embed.spotify.com/?uri=spotify:playlist:6dB2VXcVGIzYuleOsxLNqL
872,taiwan singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:6f3URcUAIeraG7jHhVq3C7
873,turkish alternative,https://embed.spotify.com/?uri=spotify:playlist:2atTNlZQfTUpZcmRzf9xRb
874,deathcore,https://embed.spotify.com/?uri=spotify:playlist:3AnaNnUtgFvsTdx1OGr80h
875,azonto,https://embed.spotify.com/?uri=spotify:playlist:2i8bdWfRsaWbyrwBEZauU2
876,detroit rock,https://embed.spotify.com/?uri=spotify:playlist:3MuC7Uw1uy5rBppdjDF4OX
877,harlem renaissance,https://embed.spotify.com/?uri=spotify:playlist:6iZqWDC417BZOeGrBRlfsR
878,chicago bop,https://embed.spotify.com/?uri=spotify:playlist:4nLmlafgbNrN49aqbsnhkm
879,indian indie,https://embed.spotify.com/?uri=spotify:playlist:6sW7pp87N2Ms8TlarV8l6T
880,new age piano,https://embed.spotify.com/?uri=spotify:playlist:3z3YJH7rEJWuaVqggQaHnI
881,cumbia peruana,https://embed.spotify.com/?uri=spotify:playlist:10h6jCdDn1SWi4cL7zRMnT
882,soul jazz,https://embed.spotify.com/?uri=spotify:playlist:51YToRmnFC3U4iPj6LgHgF
883,lo-fi cover,https://embed.spotify.com/?uri=spotify:playlist:1GNpGs1XlJhH1ByOFhYfcN
884,hard rock brasileiro,https://embed.spotify.com/?uri=spotify:playlist:67CFxN2tAcaedpUbwrQu7f
885,hands up,https://embed.spotify.com/?uri=spotify:playlist:29l2v5sGaKTBwZd9I74CfA
886,cubaton,https://embed.spotify.com/?uri=spotify:playlist:2aLVzwpdZekDdq6kh941ss
887,forro de favela,https://embed.spotify.com/?uri=spotify:playlist:6rgJa4JpxjExztCelf11Fd
888,classic opm,https://embed.spotify.com/?uri=spotify:playlist:3B084Cju5o7fea2KaVn3mS
889,cumbia ranchera,https://embed.spotify.com/?uri=spotify:playlist:1K8Y4kHYHfjt6ihSDuSMaw
890,american folk revival,https://embed.spotify.com/?uri=spotify:playlist:6YVEV28McmK71mOrvNmVzZ
891,roots americana,https://embed.spotify.com/?uri=spotify:playlist:1iWoJHBrst3QgMIW6kXHxb
